cohort	plot_unit	response	x	y	raw_target_score	broad_immune_score	conditional_score	log_total_counts	log_detected_genes	inference_unit
GSE238264	U012	Responder	1162	1615	0.0704304670532239	0.224096940623894	0.292725631210819	6.8351845861473	6.38012253689976	patient; spots nested
GSE238264	U012	Responder	999	1241	0.113390914982795	0.520313134141819	0.113047058618361	8.44225410475174	7.54168309988211	patient; spots nested
GSE238264	U012	Responder	1252	1153	0.277803307354038	0.700935784262721	2.74907543186929	7.56423847517049	6.91075078796194	patient; spots nested
GSE238264	U012	Responder	1491	1572	0	0.312004883260948	-0.727099846418015	5.81413053182507	5.43372200355424	patient; spots nested
GSE238264	U012	Responder	315	1635	0.272257401298393	1.05596759407461	2.08080083168155	7.9728107841214	7.20414929203594	patient; spots nested
GSE238264	U012	Responder	1706	1594	0	0.552467592281429	-0.410639840591985	3.17805383034795	3.17805383034795	patient; spots nested
GSE238264	U012	Responder	404	1570	0.161984028762674	0.515403727881234	1.26571308573967	7.13009851012558	6.56103066589657	patient; spots nested
GSE238264	U012	Responder	253	1173	0.173141097728589	0.674056343202299	0.800011099765464	8.50126704086598	7.48661331313996	patient; spots nested
GSE238264	U012	Responder	1428	1549	0.112588662981684	0.414681296831477	0.538464808448597	7.39079852173568	6.75693238924755	patient; spots nested
GSE238264	U012	Responder	1239	1263	0.0786727038243764	0.614285520450593	-0.660583684651563	8.71275997496021	7.68937110752969	patient; spots nested
GSE238264	U012	Responder	1264	1131	0	0.665202835999678	-1.7401258772632	7.93307977188041	7.1276936993474	patient; spots nested
GSE238264	U012	Responder	1113	867	0.0965514630000403	0.834139101434994	-0.518221088745836	8.47595444339964	7.67740043051481	patient; spots nested
GSE238264	U012	Responder	532	822	0.111818011062593	0.605877497621879	0.0428563420602703	8.22255363839696	7.38212436573751	patient; spots nested
GSE238264	U012	Responder	215	975	0.228648237566262	0.402115624473642	2.2792236993937	7.83557924666997	7.11720550316434	patient; spots nested
GSE238264	U012	Responder	1150	1241	0.0681493581836941	0.722952539887393	-0.879291364202405	8.37953902611744	7.42416528104203	patient; spots nested
GSE238264	U012	Responder	671	800	0.039804526494089	0.75570992725764	-1.22378024535082	8.10288913464087	7.36707705988101	patient; spots nested
GSE238264	U012	Responder	1302	1505	0	1.10676928471906	-2.05971450179657	7.12286665859908	6.56103066589657	patient; spots nested
GSE238264	U012	Responder	1163	1131	0.100343231711431	0.533712810409778	0.092893840142433	7.64444076155657	6.89060912014717	patient; spots nested
GSE238264	U012	Responder	455	1086	0.203094732368758	0.725682940857539	0.861332111301959	9.61039084738285	8.25166392360559	patient; spots nested
GSE238264	U012	Responder	607	954	0.170213746778026	0.812438254536517	-0.023051437519189	10.2993735941973	8.64751945309181	patient; spots nested
GSE238264	U012	Responder	594	1416	0.113520094412233	0.83586279452916	-0.567139611388191	9.2599873118656	8.06243279158319	patient; spots nested
GSE238264	U012	Responder	1429	1285	0.057753916668068	0.608070645612779	-0.569084064688112	7.33171496972647	6.69950034016168	patient; spots nested
GSE238264	U012	Responder	317	843	0.133657527580266	0.541839045851404	0.743188607819715	7.32580750259577	6.74405918631135	patient; spots nested
GSE238264	U012	Responder	1240	779	0.137299988943666	0.977605754809803	0.0134882942973886	8.07527154629746	7.28069719538474	patient; spots nested
GSE238264	U012	Responder	1758	1110	0	0.76274301561978	-1.07547196005925	5.03695260241363	4.87519732320115	patient; spots nested
GSE238264	U012	Responder	911	690	0.142240139474322	0.646119784757302	0.55590306895125	8.00302866638473	7.26192709270275	patient; spots nested
GSE238264	U012	Responder	1340	1131	0.0818796653619972	0.601968256922216	-0.396862719791795	8.05038445306702	7.21007962817079	patient; spots nested
GSE238264	U012	Responder	404	1482	0.250958497571858	0.703383586245696	1.68009317308094	9.51914772604291	8.19505769089508	patient; spots nested
GSE238264	U012	Responder	1682	846	0.126060968901043	0.504083344091138	0.442026837812072	8.00101996132365	7.1693500166706	patient; spots nested
